order_id,customer_id,order_date,payment_method,order_total,actual_delivery_time
2039041670,88324928,2024-09-01,Wallet,96.33,2024-09-01
210693801,71235336,2024-09-02,UPI,3561.22,2024-09-02
8120002258,57833505,2024-09-03,Card,1213.05,2024-09-03
2177917034,12402437,2024-09-04,Card,3134.8,2024-09-04
4254814926,59890331,2024-09-05,Wallet,3818.33,2024-09-05
6074172790,14944819,2024-09-06,Wallet,2008.84,2024-09-06
3381573131,67386193,2024-09-07,Cash,114.52,2024-09-07
3773745777,67701771,2024-09-08,Card,1488.19,2024-09-08
9251939156,89910157,2024-09-09,Cash,891.6,2024-09-09
3872982303,15484407,2024-09-10,Wallet,1779.45,2024-09-10
2625987757,10769994,2024-09-11,UPI,169.88,2024-09-11
3162249401,85519349,2024-09-12,Cash,4406.98,2024-09-12
3108986741,49241309,2024-09-13,Wallet,2401.92,2024-09-13
1851474741,23348269,2024-09-14,Card,3742.79,2024-09-14
2425099132,85016568,2024-09-15,Wallet,2498.22,2024-09-15
6706793332,6247821,2024-09-16,UPI,949.75,2024-09-16
2149289255,57579640,2024-09-17,Cash,2687.31,2024-09-17
1971008155,2457734,2024-09-18,Cash,1866.01,2024-09-18
2087093460,59329145,2024-09-19,Card,4198.33,2024-09-19
2116712588,24043135,2024-09-20,Wallet,44.35,2024-09-20
6054358790,59216664,2024-09-21,Wallet,3217.7,2024-09-21
532660797,41008070,2024-09-22,UPI,2683.73,2024-09-22
1491991005,52215833,2024-09-23,Wallet,3472.55,2024-09-23
4136019599,74179536,2024-09-24,Wallet,1131.05,2024-09-24
2122832513,55028958,2024-09-25,UPI,2037.94,2024-09-25
3717703595,88965399,2024-09-26,Card,1756.7,2024-09-26
3194733693,21866852,2024-09-27,UPI,2552.88,2024-09-27
4471162437,27971619,2024-09-28,Card,3355.65,2024-09-28
1609331948,8791577,2024-09-29,UPI,3648.36,2024-09-29
6920030794,70372270,2024-09-30,UPI,2936.64,2024-09-30
5127172657,32293017,2024-10-01,Cash,2185.5,2024-10-01
8607115856,15931134,2024-10-02,UPI,739.34,2024-10-02
7154957395,60700850,2024-10-03,Wallet,2696.84,2024-10-03
2070762702,34761418,2024-10-04,Cash,2457.2,2024-10-04
3697242439,99361865,2024-10-05,Cash,2179.49,2024-10-05
3063427913,75984768,2024-10-06,Card,4419.03,2024-10-06
2060061337,29272253,2024-10-07,Wallet,3041.62,2024-10-07
4625892678,80371626,2024-10-08,Wallet,3166.49,2024-10-08
6045698170,666589,2024-10-09,UPI,222.15,2024-10-09
7876289647,98858383,2024-10-10,UPI,3218.62,2024-10-10
3434084714,46836361,2024-10-11,Cash,1179.41,2024-10-11
9031695663,94730288,2024-10-12,Card,2316.01,2024-10-12
1955989715,77862447,2024-10-13,Wallet,1931.35,2024-10-13
3459500455,16379942,2024-10-14,UPI,2581.78,2024-10-14
5953376503,79169760,2024-10-15,Wallet,650.2,2024-10-15
121874867,94529626,2024-10-16,UPI,2596.92,2024-10-16
2460545397,42872865,2024-10-17,Wallet,474.34,2024-10-17
9690050839,55803572,2024-10-18,Wallet,2551.93,2024-10-18
2574349065,51547198,2024-10-19,Wallet,4476.55,2024-10-19
2461936988,14428954,2024-10-20,Cash,4196.95,2024-10-20
6447596416,76987910,2024-10-21,Card,4965.12,2024-10-21
7228452275,42262168,2024-10-22,Card,326.42,2024-10-22
6696750742,5277675,2024-10-23,Wallet,2509.56,2024-10-23
822235931,44410149,2024-10-24,Wallet,4866.15,2024-10-24
7678251499,17805991,2024-10-25,Cash,3141.37,2024-10-25
2497341976,9097480,2024-10-26,Wallet,3414.57,2024-10-26
9107314128,79591237,2024-10-27,Wallet,545.49,2024-10-27
9855726256,8651281,2024-10-28,Card,479.57,2024-10-28
9398719862,14991661,2024-10-29,Card,4255,2024-10-29
379494532,9650263,2024-10-30,UPI,3609.27,2024-10-30
1048784963,58942207,2024-10-31,Card,1159.84,2024-10-31
4386246924,69632084,2024-11-01,Card,2026.78,2024-11-01
2050362692,79991320,2024-11-02,Cash,2363.42,2024-11-02
4142963293,34567918,2024-11-03,Cash,3686.26,2024-11-03
9753528654,61522288,2024-11-04,Cash,109.03,2024-11-04
8126970833,14161586,2024-11-05,Wallet,4398.35,2024-11-05
9747814712,16359370,2024-11-06,Wallet,2333.7,2024-11-06
6281619403,77921718,2024-11-07,UPI,3374.44,2024-11-07
436184281,78614729,2024-11-08,Card,3147.92,2024-11-08
9799231260,22077605,2024-11-09,Wallet,872.83,2024-11-09
4071811527,66023110,2024-11-10,Card,1872.01,2024-11-10
5645359563,87160527,2024-11-11,Card,2624.29,2024-11-11
9411813703,62600289,2024-11-12,Wallet,4433,2024-11-12
4270217473,54580166,2024-11-13,Cash,505.5,2024-11-13
279851011,12967305,2024-11-14,Card,3495.33,2024-11-14
6260524887,57081917,2024-11-15,Card,2457.11,2024-11-15
5853998391,94453274,2024-11-16,Wallet,949.22,2024-11-16
9931976872,8955057,2024-11-17,Wallet,2487.83,2024-11-17
8432209832,90346920,2024-11-18,Wallet,3835.31,2024-11-18
6023721507,8791577,2024-11-19,UPI,1849.03,2024-11-19
3042338919,76212152,2024-11-20,Wallet,2765.06,2024-11-20
233646065,16379942,2024-11-21,Wallet,578.85,2024-11-21
9870610018,94033330,2024-11-22,Card,478.79,2024-11-22
1398230967,46876240,2024-11-23,Card,1186.66,2024-11-23
8615488922,92209869,2024-11-24,Card,3803.34,2024-11-24
2748841057,33544355,2024-11-25,Card,1587.18,2024-11-25
1375867721,4862761,2024-11-26,Cash,2244.24,2024-11-26
8595141097,96511007,2024-11-27,UPI,3385.77,2024-11-27
4673382071,21784094,2024-11-28,UPI,1479.69,2024-11-28
2948696008,51872499,2024-11-29,Cash,3103.41,2024-11-29
6839692624,64497538,2024-11-30,Cash,4464.84,2024-11-30
5770951298,75510747,2024-12-01,UPI,957.11,2024-12-01
5084771819,6344345,2024-12-02,Cash,1207.68,2024-12-02
422403644,56548063,2024-12-03,UPI,2331.5,2024-12-03
7176758896,18394558,2024-12-04,Cash,2640.24,2024-12-04
8252905093,42589311,2024-12-05,Card,2315.77,2024-12-05
1488561572,75928073,2024-12-06,Cash,4053.52,2024-12-06
6212984517,72702075,2024-12-07,UPI,1388.01,2024-12-07
6309784337,26250082,2024-12-08,Card,1905.92,2024-12-08
4613890018,53538932,2024-12-09,Wallet,1545.79,2024-12-09
3429728472,64017365,2024-12-10,Cash,4138.27,2024-12-10
267738904,63368244,2024-12-11,Card,3596.07,2024-12-11
3850416839,57081917,2024-12-12,UPI,5490.94,2024-12-12
3412702479,86479284,2024-12-13,Cash,2344.83,2024-12-13
2016183232,44928499,2024-12-14,Card,1934.43,2024-12-14
3810280204,84361534,2024-12-15,Wallet,2956.37,2024-12-15
2416767295,767523,2024-12-16,Card,2358.76,2024-12-16
2283439407,46623192,2024-12-17,UPI,1216.8,2024-12-17
4328802292,9738801,2024-12-18,Cash,1926.12,2024-12-18
7072715691,74195536,2024-12-19,Cash,2120.77,2024-12-19
5640741373,90298394,2024-12-20,Card,765.76,2024-12-20
6931094066,17159117,2024-12-21,Card,2802.27,2024-12-21
3417088709,62629494,2024-12-22,UPI,912.29,2024-12-22
4424404315,9274874,2024-12-23,Wallet,494.48,2024-12-23
2444087306,56250563,2024-12-24,Wallet,2440.73,2024-12-24
486085268,51040116,2024-12-25,UPI,4749.99,2024-12-25
1731312620,49795571,2024-12-26,Wallet,843.21,2024-12-26
6475582506,82529927,2024-12-27,Wallet,3895.25,2024-12-27
1868581378,93198324,2024-12-28,Card,2065.81,2024-12-28
8884235937,20298398,2024-12-29,UPI,1655.6,2024-12-29
4590662628,87200291,2024-12-30,Cash,3148.95,2024-12-30
992302540,32203588,2024-12-31,Wallet,198.72,2024-12-31
7169974633,59110513,2025-01-01,UPI,2475.21,2025-01-01
6703651257,93198324,2025-01-02,Card,727.87,2025-01-02
7180810221,20940403,2025-01-03,Cash,657.8,2025-01-03
7875587578,60967677,2025-01-04,Card,3351.74,2025-01-04
2578671497,76218218,2025-01-05,Card,3603.94,2025-01-05
6284350691,57207678,2025-01-06,Wallet,726.41,2025-01-06
5383261788,34588087,2025-01-07,Wallet,3375.86,2025-01-07
6590867973,56441247,2025-01-08,UPI,1848.22,2025-01-08
8787105023,81822935,2025-01-09,Wallet,1443.64,2025-01-09
1402916311,14275043,2025-01-10,Card,4553.36,2025-01-10
9715205272,52409516,2025-01-11,UPI,1189.17,2025-01-11
3946852375,96253172,2025-01-12,Cash,150.99,2025-01-12
3367039425,86050297,2025-01-13,UPI,703.11,2025-01-13
687711388,52757321,2025-01-14,Card,1385.43,2025-01-14
647012431,34281470,2025-01-15,Card,3706.1,2025-01-15
7143278295,50557979,2025-01-16,UPI,1597.11,2025-01-16
9736844695,31978160,2025-01-17,Cash,1608.11,2025-01-17
5933289680,5751638,2025-01-18,Wallet,2950.6,2025-01-18
9494303116,98858383,2025-01-19,Card,1538.49,2025-01-19
9337878102,9987182,2025-01-20,Wallet,3119.18,2025-01-20
6872621077,77128325,2025-01-21,Wallet,3611.43,2025-01-21
7330237253,28428852,2025-01-22,UPI,869.86,2025-01-22
7942616242,33685414,2025-01-23,Wallet,1116,2025-01-23
238520071,77320193,2025-01-24,Cash,852.02,2025-01-24
5812379362,46504355,2025-01-25,Wallet,3865.78,2025-01-25
2616623847,49915498,2025-01-26,Cash,3928,2025-01-26
2040854480,40392019,2025-01-27,Wallet,946.86,2025-01-27
5456484560,62600289,2025-01-28,UPI,1630.68,2025-01-28
883309006,71229024,2025-01-29,Cash,1427.84,2025-01-29
6528341992,64497538,2025-01-30,Wallet,2360.73,2025-01-30
3263203775,44888581,2025-01-31,UPI,826.28,2025-01-31
3660010934,83577942,2025-02-01,Wallet,787.4,2025-02-01
7944885043,1683786,2025-02-02,Card,4410.72,2025-02-02
2506369831,1529180,2025-02-03,UPI,255.35,2025-02-03
697061213,91196901,2025-02-04,Card,4473.11,2025-02-04
7079057004,1507408,2025-02-05,Card,1946.09,2025-02-05
1556153632,67215939,2025-02-06,Wallet,1277.85,2025-02-06
2161235338,38902882,2025-02-07,Wallet,4431.77,2025-02-07
1247978468,97484394,2025-02-08,UPI,1662.15,2025-02-08
5437627061,58505903,2025-02-09,UPI,910.19,2025-02-09
9091960039,13455530,2025-02-10,Card,1349.36,2025-02-10
619198317,81906973,2025-02-11,UPI,4216.63,2025-02-11
9833179291,90372221,2025-02-12,UPI,483.05,2025-02-12
4148760273,93122847,2025-02-13,UPI,994.97,2025-02-13
7206041763,74694186,2025-02-14,Card,162.67,2025-02-14
690097648,2684440,2025-02-15,Cash,3471.29,2025-02-15
4197061567,52757321,2025-02-16,UPI,3685.3,2025-02-16
2009394836,55056284,2025-02-17,UPI,1159.53,2025-02-17
277502363,88203688,2025-02-18,Card,2682.72,2025-02-18
4356959622,38709137,2025-02-19,Cash,2128.54,2025-02-19
174306009,87457446,2025-02-20,UPI,2424.07,2025-02-20
9582674091,34237583,2025-02-21,UPI,951.43,2025-02-21
8675579025,44409533,2025-02-22,Card,2636.86,2025-02-22
5195999941,52757321,2025-02-23,Card,2298.98,2025-02-23
5210007923,97507853,2025-02-24,Cash,1278.93,2025-02-24
6595771960,45700473,2025-02-25,Cash,4251.75,2025-02-25
4247338382,34853377,2025-02-26,Cash,989.88,2025-02-26
819143326,88324928,2025-02-27,Cash,3284.6,2025-02-27
3830844750,23996221,2025-02-28,UPI,1663.27,2025-02-28
1687314172,82425179,2025-03-01,Cash,3835.73,2025-03-01
6756007265,80850753,2025-03-02,Wallet,1848.13,2025-03-02
489762747,19482392,2025-03-03,Card,766.2,2025-03-03
7509195875,42723554,2025-03-04,Card,4237.4,2025-03-04
2370917070,5763963,2025-03-05,Card,2639.9,2025-03-05
2055388266,119099,2025-03-06,UPI,3722.37,2025-03-06
8969304162,43052303,2025-03-07,Wallet,1264.98,2025-03-07
5412674107,88111697,2025-03-08,Cash,2646.85,2025-03-08
1536516619,15631726,2025-03-09,Wallet,3466.59,2025-03-09
3858907413,89910157,2025-03-10,Cash,3427.43,2025-03-10
4976389251,79478655,2025-03-11,Card,1146.95,2025-03-11
2218319201,40587811,2025-03-12,Wallet,1216.48,2025-03-12
6729422433,68159723,2025-03-13,UPI,3405.78,2025-03-13
1354097448,98687927,2025-03-14,Card,3401.69,2025-03-14
8952275304,81174361,2025-03-15,Cash,2474.23,2025-03-15
436603801,54619715,2025-03-16,Cash,838.89,2025-03-16
5273875984,9278983,2025-03-17,Cash,2682.38,2025-03-17
9290203003,21573815,2025-03-18,Cash,2133.39,2025-03-18
6240982373,91243571,2025-03-19,Cash,3393.08,2025-03-19
2718348206,5763963,2025-03-20,UPI,632.43,2025-03-20
4903544026,57331847,2025-03-21,Cash,3778.46,2025-03-21
2827266949,93675757,2025-03-22,Card,3334.82,2025-03-22
4278423074,67708491,2025-03-23,Cash,1073.53,2025-03-23
645916247,76857266,2025-03-24,Cash,4465.9,2025-03-24
5816647866,81420960,2025-03-25,Cash,2323.45,2025-03-25
7282397914,97825663,2025-03-26,Cash,2043.65,2025-03-26
3260611473,12832151,2025-03-27,Cash,2731.48,2025-03-27
8638163868,87718744,2025-03-28,Card,4272.81,2025-03-28
177850987,51174875,2025-03-29,UPI,1934.67,2025-03-29
9653859166,32987624,2025-03-30,Wallet,2978.36,2025-03-30
9991338690,98444183,2025-03-31,Cash,3273.99,2025-03-31
1714593246,27698051,2025-04-01,Wallet,1100.8,2025-04-01
9742461226,34095555,2025-04-02,UPI,949.56,2025-04-02
3314393477,55170753,2025-04-03,Cash,934.75,2025-04-03
4188317986,42366724,2025-04-04,Wallet,3448.71,2025-04-04
1646665366,51387106,2025-04-05,Wallet,1086.27,2025-04-05
9558804585,82700270,2025-04-06,Card,848.94,2025-04-06
9047652469,71902700,2025-04-07,Card,370.06,2025-04-07
2893800377,57892837,2025-04-08,Card,1966.14,2025-04-08
6139157985,88517890,2025-04-09,Wallet,1623.51,2025-04-09
6029394789,7591711,2025-04-10,UPI,2118.04,2025-04-10
5874940276,38875754,2025-04-11,UPI,546.43,2025-04-11
5205211911,57662767,2025-04-12,Cash,1098.4,2025-04-12
5314758068,48776805,2025-04-13,Card,4183.29,2025-04-13
484869710,6756256,2025-04-14,Cash,1429.34,2025-04-14
9957728938,25915909,2025-04-15,UPI,1445.95,2025-04-15
3136056666,57770044,2025-04-16,UPI,211.25,2025-04-16
4926104391,47206881,2025-04-17,Wallet,2029.88,2025-04-17
1827844756,16785724,2025-04-18,UPI,3372.28,2025-04-18
7032037874,57291761,2025-04-19,UPI,1694.99,2025-04-19
3779230503,46699982,2025-04-20,Card,2781.39,2025-04-20
3473012553,89669139,2025-04-21,Card,5062.8,2025-04-21
7988504487,8164639,2025-04-22,Wallet,3511.92,2025-04-22
7193792738,84572019,2025-04-23,Card,2817.36,2025-04-23
1533583386,35912599,2025-04-24,Wallet,4869.76,2025-04-24
7750989397,79672044,2025-04-25,Wallet,4099.45,2025-04-25
4434816229,63292875,2025-04-26,Wallet,1491.21,2025-04-26
6896732047,62068277,2025-04-27,Cash,321.33,2025-04-27
4740837071,64795608,2025-04-28,UPI,5428.69,2025-04-28
6649631729,75640174,2025-04-29,Card,1082.76,2025-04-29
5351526726,75892474,2025-04-30,Cash,3077.83,2025-04-30
1506082041,11446157,2025-05-01,Card,4917.47,2025-05-01
1023260165,10683250,2025-05-02,Card,741.67,2025-05-02
8257032403,17805991,2025-05-03,Wallet,3177.73,2025-05-03
7216524192,72605638,2025-05-04,Card,227.22,2025-05-04
8619795820,98687927,2025-05-05,Card,2686.37,2025-05-05
6494708839,25595836,2025-05-06,Cash,2789.77,2025-05-06
9859249765,5039883,2025-05-07,UPI,1812.4,2025-05-07
3528020011,33675108,2025-05-08,Cash,934.98,2025-05-08
5937934264,90346920,2025-05-09,Card,3551.15,2025-05-09
2976477423,57213543,2025-05-10,Wallet,1277.83,2025-05-10
1002438039,85198177,2025-05-11,Card,3775.99,2025-05-11
2571163022,59345983,2025-05-12,Cash,674.39,2025-05-12
6850221497,21270783,2025-05-13,UPI,3496.28,2025-05-13
4706569127,68016312,2025-05-14,Wallet,687.19,2025-05-14
8168261752,65903057,2025-05-15,Card,1860.29,2025-05-15
5828325906,40587811,2025-05-16,Wallet,4230.58,2025-05-16
5012271549,73061709,2025-05-17,Cash,769.83,2025-05-17
8110316958,61226835,2025-05-18,Wallet,806.56,2025-05-18
3190808443,77618011,2025-05-19,Cash,2593.91,2025-05-19
7175472728,9551011,2025-05-20,UPI,307.23,2025-05-20
6011117738,24337950,2025-05-21,Card,2539.66,2025-05-21
5592928753,46875863,2025-05-22,UPI,3473.11,2025-05-22
3952040848,31156674,2025-05-23,UPI,4818.61,2025-05-23
7026479520,81994445,2025-05-24,Cash,1691.47,2025-05-24
6572695161,64197854,2025-05-25,Wallet,1671.67,2025-05-25
9090769419,66485571,2025-05-26,Wallet,1819.14,2025-05-26
5979489110,22161071,2025-05-27,Card,2337.12,2025-05-27
964698323,81763298,2025-05-28,Wallet,2352.88,2025-05-28
2304242664,65815155,2025-05-29,Card,1579.28,2025-05-29
2483843748,26040510,2025-05-30,Wallet,1692.9,2025-05-30
2560588609,6291143,2025-05-31,UPI,319.34,2025-05-31
9268920928,17805991,2025-06-01,Cash,1404.2,2025-06-01
9554019312,6247821,2025-06-02,UPI,4088.52,2025-06-02
3749174258,38902193,2025-06-03,Wallet,2618.07,2025-06-03
3947164241,95768401,2025-06-04,UPI,1463.39,2025-06-04
487327038,67277562,2025-06-05,UPI,563.45,2025-06-05
8830321199,93341057,2025-06-06,Cash,46.62,2025-06-06
3811318591,64940409,2025-06-07,UPI,1563.3,2025-06-07
6795601573,46629917,2025-06-08,Card,2301.92,2025-06-08
2348495717,86067293,2025-06-09,Cash,691.58,2025-06-09
9505736584,63571453,2025-06-10,Wallet,826.21,2025-06-10
1857227304,99301505,2025-06-11,Card,1443.5,2025-06-11
5506485302,66655397,2025-06-12,Cash,263.7,2025-06-12
6074837981,61015113,2025-06-13,Card,832.37,2025-06-13
4150569633,2903620,2025-06-14,Card,2206.06,2025-06-14
609838437,54619715,2025-06-15,Card,310.69,2025-06-15
5229657139,18889370,2025-06-16,Cash,3483.81,2025-06-16
2589639350,64141971,2025-06-17,UPI,1917.97,2025-06-17
7656948165,44410149,2025-06-18,Wallet,3332.9,2025-06-18
1806563605,25659794,2025-06-19,Wallet,5747.38,2025-06-19
359819834,12755730,2025-06-20,UPI,2060.96,2025-06-20
1908423841,56441247,2025-06-21,UPI,881.17,2025-06-21
299859815,2848415,2025-06-22,Wallet,1233.33,2025-06-22
923659418,25081012,2025-06-23,Wallet,2700.37,2025-06-23
3560625119,82989313,2025-06-24,Wallet,2722.14,2025-06-24
7111490680,32500305,2025-06-25,Card,1337.06,2025-06-25
5766981431,93675757,2025-06-26,UPI,1178.42,2025-06-26
8609945311,51670882,2025-06-27,Wallet,2238.35,2025-06-27
1691260635,80796977,2025-06-28,Card,3593.61,2025-06-28
8742091504,78254569,2025-06-29,Card,2783.84,2025-06-29
1997833025,72489544,2025-06-30,UPI,1074.29,2025-06-30
3588296877,83404008,2025-07-01,Card,2748.08,2025-07-01
2404804990,81757554,2025-07-02,Wallet,3903.99,2025-07-02
8091385479,16082651,2025-07-03,UPI,317.8,2025-07-03
7133174424,8513589,2025-07-04,UPI,4911.58,2025-07-04
6110446321,78412820,2025-07-05,Wallet,657.8,2025-07-05
6964586050,4597433,2025-07-06,Cash,2824.9,2025-07-06
2351986014,85626346,2025-07-07,Wallet,3434.75,2025-07-07
352569720,65660660,2025-07-08,Wallet,2081.26,2025-07-08
1235280275,46875863,2025-07-09,Cash,626.59,2025-07-09
9399859705,57548210,2025-07-10,UPI,3915.04,2025-07-10
7530379037,99729547,2025-07-11,UPI,1496.89,2025-07-11
5952886441,16420489,2025-07-12,Wallet,3604.38,2025-07-12
5815833211,31940833,2025-07-13,Card,1691.9,2025-07-13
7307394687,47043878,2025-07-14,Wallet,1894.83,2025-07-14
6033014029,29525287,2025-07-15,Cash,1534.73,2025-07-15
1409944718,39042103,2025-07-16,UPI,2483.94,2025-07-16
1811382200,37915052,2025-07-17,UPI,3949.87,2025-07-17
4485391413,11478478,2025-07-18,Card,1293.18,2025-07-18
4076279641,89476734,2025-07-19,UPI,4782.5,2025-07-19
2965387566,47955004,2025-07-20,Wallet,3578.47,2025-07-20
9397774189,92245432,2025-07-21,Cash,48.55,2025-07-21
1437159967,68016312,2025-07-22,Cash,1315.84,2025-07-22
8397785448,67952740,2025-07-23,Wallet,1325.59,2025-07-23
2778606949,33675108,2025-07-24,Card,3510.28,2025-07-24
1774096863,60656482,2025-07-25,Wallet,2645.28,2025-07-25
1497256618,87220860,2025-07-26,Card,5278.23,2025-07-26
734095510,56480776,2025-07-27,Card,1614.08,2025-07-27
5755859055,79592021,2025-07-28,Card,354.52,2025-07-28
5840290569,99490786,2025-07-29,Wallet,2578.09,2025-07-29
8200985533,1855421,2025-07-30,Card,77.11,2025-07-30
3255590064,92642745,2025-07-31,UPI,1763.6,2025-07-31
4258404747,27692428,2025-08-01,UPI,953.65,2025-08-01
2455161115,27620326,2025-08-02,UPI,1010.85,2025-08-02
4448004569,47215976,2025-08-03,Card,2058.24,2025-08-03
5951090793,27878182,2025-08-04,UPI,2143.89,2025-08-04
7402491996,92509376,2025-08-05,Card,866.77,2025-08-05
8532411923,57360162,2025-08-06,Wallet,1071.82,2025-08-06
7130555385,37309023,2025-08-07,Cash,1539.36,2025-08-07
4338197132,66310963,2025-08-08,UPI,3327.67,2025-08-08
8044366071,80833965,2025-08-09,Card,2843.12,2025-08-09
4135251774,77961205,2025-08-10,Card,2487.3,2025-08-10
6331483812,97411107,2025-08-11,Wallet,493.19,2025-08-11
6705171000,52417972,2025-08-12,Wallet,1912.64,2025-08-12
7850128898,38478423,2025-08-13,Card,1427.18,2025-08-13
3602554049,65815155,2025-08-14,Wallet,3310.35,2025-08-14
1070259187,22738465,2025-08-15,Wallet,517.77,2025-08-15
8412338399,2566268,2025-08-16,Card,3825.11,2025-08-16
1478022303,69353754,2025-08-17,Wallet,841.61,2025-08-17
2376108199,81757554,2025-08-18,Card,1751.17,2025-08-18
5243035202,10541231,2025-08-19,Card,1688.35,2025-08-19
3687581971,81932548,2025-08-20,Cash,1046.51,2025-08-20
7008586055,96109948,2025-08-21,Wallet,2848.4,2025-08-21
5142069216,35459748,2025-08-22,UPI,2551.88,2025-08-22
4152441944,92636025,2025-08-23,UPI,4483.92,2025-08-23
5601670348,32830199,2025-08-24,Cash,354.91,2025-08-24
605105099,5039883,2025-08-25,Cash,3357.25,2025-08-25
4054936140,28286754,2025-08-26,Cash,400.92,2025-08-26
8741892156,66886852,2025-08-27,Card,2046.92,2025-08-27
9143640828,90298394,2025-08-28,Card,1205.86,2025-08-28
6900876252,87984862,2025-08-29,Wallet,3214.61,2025-08-29
9801174908,54347213,2025-08-30,Card,1487.04,2025-08-30
551343632,59840071,2025-08-31,Cash,4881.51,2025-08-31
7961173808,90184276,2025-09-01,UPI,2802.91,2025-09-01
328909145,36146306,2025-09-02,Wallet,1851.18,2025-09-02
5551173528,64151769,2025-09-03,Card,2549.37,2025-09-03
4461788759,79895967,2025-09-04,Wallet,4562.67,2025-09-04
7256212429,28350645,2025-09-05,Cash,727.95,2025-09-05
9104077642,18199057,2025-09-06,Cash,1869.79,2025-09-06
2914056235,31456752,2025-09-07,Card,432.39,2025-09-07
9127632807,81528623,2025-09-08,UPI,886.19,2025-09-08
6070154414,45052594,2025-09-09,Cash,2471.11,2025-09-09
2318969828,2457734,2025-09-10,Cash,1946.42,2025-09-10
3813047994,60275891,2025-09-11,Cash,3494.17,2025-09-11
1416102774,92245432,2025-09-12,UPI,2657.83,2025-09-12
8086834412,23286884,2025-09-13,Wallet,4748.88,2025-09-13
6193826826,85561151,2025-09-14,Cash,166.42,2025-09-14
8444509148,64141971,2025-09-15,Wallet,5368.83,2025-09-15
42332130,70363568,2025-09-16,Wallet,1441.07,2025-09-16
6009342120,59620534,2025-09-17,Wallet,1402.9,2025-09-17
4818516411,85006599,2025-09-18,Wallet,938.03,2025-09-18
1039229544,93730857,2025-09-19,Cash,3303.2,2025-09-19
1515943657,59436131,2025-09-20,UPI,2745.46,2025-09-20
9183547951,19259955,2025-09-21,UPI,3075.69,2025-09-21
8478376092,91500615,2025-09-22,Wallet,4535.63,2025-09-22
1454073903,89874335,2025-09-23,Card,2976.93,2025-09-23
2855402284,33370343,2025-09-24,Wallet,3570.08,2025-09-24
7245730533,51670882,2025-09-25,UPI,475.04,2025-09-25
2272892659,24308515,2025-09-26,Wallet,2182.59,2025-09-26
9087377568,54038173,2025-09-27,UPI,2490.79,2025-09-27
8443685057,19400174,2025-09-28,Card,3804.03,2025-09-28
