product_id,product_name,category,brand,mrp,margin_percentage,shelf_life_days
689769,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,77.7,40,180
969851,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi and Bassi",567.77,40,180
305754,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,1633.32,40,180
398340,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",1086.55,40,180
491314,Ice Cream,Instant & Frozen Food,Banerjee Inc,1622.4,40,180
33955,Frozen Pizza,Instant & Frozen Food,Baral Group,310.13,40,180
470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,1379.62,40,180
954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,1027.42,40,180
623234,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,549.65,40,180
131937,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",479.68,40,180
606256,Frozen Biryani,Instant & Frozen Food,Agate Ltd,615.47,40,180
652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,36.73,40,180
187399,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,89.15,40,180
925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,791.73,40,180
611575,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",803.43,40,180
621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,529.67,40,180
306177,Frozen Biryani,Instant & Frozen Food,Som Inc,1282.07,40,180
272170,Ice Cream,Instant & Frozen Food,Purohit Group,234.67,40,180
721521,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",491.05,15,365
692985,Pulses,Grocery & Staples,"Wable, Sankaran and Hari",232.22,15,365
487931,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",834.21,15,365
901144,Sugar,Grocery & Staples,Deo-Kamdar,400.42,15,365
764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",720.05,15,365
53833,Rice,Grocery & Staples,Tella-Master,158.46,15,365
876139,Pulses,Grocery & Staples,Cherian-Dara,489.12,15,365
903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",649.27,15,365
120532,Wheat Flour,Grocery & Staples,Nazareth Ltd,820.62,15,365
945635,Pulses,Grocery & Staples,Balasubramanian PLC,916.35,15,365
760684,Rice,Grocery & Staples,Kanda-Gupta,84.24,15,365
354409,Pulses,Grocery & Staples,Bose-Pandit,382.45,15,365
937542,Wheat Flour,Grocery & Staples,Khurana and Sons,114.16,15,365
490602,Sugar,Grocery & Staples,Raghavan Inc,646.44,15,365
131136,Salt,Grocery & Staples,Deshpande-Rama,44.47,15,365
287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",521.38,15,365
679865,Wheat Flour,Grocery & Staples,Memon-Barad,409.31,15,365
317242,Pulses,Grocery & Staples,Rastogi Group,233.12,15,365
644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",732.72,15,365
327290,Sugar,Grocery & Staples,Nadkarni Inc,1014.45,15,365
993331,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",120.52,15,365
807452,Pulses,Grocery & Staples,Naik Ltd,169.64,15,365
451933,Wheat Flour,Grocery & Staples,Nadig Ltd,669.34,15,365
461804,Sugar,Grocery & Staples,"Ghose, Ben and Divan",365.52,15,365
36412,Dish Soap,Household Care,Muni-Shankar,530.24,25,365
94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",102.81,25,365
704868,Detergent,Household Care,"Parikh, Oak and Kara",257.95,25,365
18035,Dish Soap,Household Care,Ramesh Inc,1291.92,25,365
435929,Toilet Cleaner,Household Care,Memon Ltd,1142.52,25,365
820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",768.29,25,365
552496,Dish Soap,Household Care,Dhar PLC,677.33,25,365
455755,Detergent,Household Care,Mangal-Sathe,58.79,25,365
91670,Dish Soap,Household Care,Barman-Ahluwalia,585.65,25,365
336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",1249.31,25,365
144124,Detergent,Household Care,Lalla-Srinivasan,216.89,25,365
747801,Toilet Cleaner,Household Care,Saha-Vora,370.35,25,365
589812,Detergent,Household Care,Bir PLC,217.37,25,365
677542,Toilet Cleaner,Household Care,Thaman-Lanka,283.48,25,365
604184,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",530.07,25,365
697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",164.99,25,365
894539,Dish Soap,Household Care,"Pall, Sule and Sood",593.97,25,365
739534,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",1326.08,25,365
968887,Dish Soap,Household Care,Keer-Gill,54.27,25,365
709916,Detergent,Household Care,Varkey LLC,45.01,25,365
739448,Dish Soap,Household Care,Mand-Choudhry,1007.55,25,365
700048,Dish Soap,Household Care,Khalsa-Bhavsar,188.37,25,365
897083,Detergent,Household Care,Dutta-Halder,1296.92,25,365
448752,Toilet Cleaner,Household Care,Batta-Doctor,213.43,25,365
365133,Dish Soap,Household Care,Hans Inc,1220.6,25,365
133542,Detergent,Household Care,Edwin-Lall,91.32,25,365
767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",29.52,25,365
863930,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",373.18,35,365
473647,Toothpaste,Personal Care,Ben-Ravi,66.23,35,365
9436,Toothpaste,Personal Care,Naidu PLC,136.05,35,365
385113,Lotion,Personal Care,"Sampath, Mane and Mody",1255.97,35,365
112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",1350.74,35,365
647462,Lotion,Personal Care,"Balan, Samra and Sekhon",502.18,35,365
34200,Lotion,Personal Care,Munshi-Grewal,492,35,365
753354,Shampoo,Personal Care,Sant-Mahajan,651.63,35,365
490939,Lotion,Personal Care,"Roy, Barad and De",123.46,35,365
672059,Toothpaste,Personal Care,Kaur-Gola,1034.97,35,365
803607,Soap,Personal Care,"Kadakia, Mohan and Sathe",1461.12,35,365
124290,Lotion,Personal Care,Sachdev Group,61,35,365
140489,Soap,Personal Care,"Biswas, Kapoor and Patel",1000.31,35,365
799688,Lotion,Personal Care,Arora LLC,476.34,35,365
859361,Shampoo,Personal Care,Mitter Group,665.22,35,365
492958,Lotion,Personal Care,Acharya PLC,129.54,35,365
63769,Lotion,Personal Care,Dalal-Shan,1350.88,35,365
684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",1119.92,35,365
219598,Shampoo,Personal Care,Arora-Magar,564.74,35,365
140154,Shampoo,Personal Care,Malhotra LLC,263.38,35,365
449106,Soap,Personal Care,"Shere, Thakur and Naik",74.69,35,365
256051,Lotion,Personal Care,"Mannan, Naidu and Sama",616.8,35,365
615545,Soap,Personal Care,Barman Inc,689.48,35,365
366066,Soap,Personal Care,Mandal LLC,1413.2,35,365
600767,Toothpaste,Personal Care,Balan Group,1111.42,35,365
784827,Baby Wipes,Baby Care,Balakrishnan Ltd,391.79,30,365
6405,Baby Food,Baby Care,Kashyap-Reddy,337.87,30,365
853932,Baby Wipes,Baby Care,Ranganathan-Peri,1344.56,30,365
970529,Diapers,Baby Care,"Kurian, Patla and Sanghvi",1182.06,30,365
51036,Baby Food,Baby Care,Karnik PLC,1330.87,30,365
820973,Baby Wipes,Baby Care,Lall LLC,163.6,30,365
367391,Baby Wipes,Baby Care,Talwar and Sons,1342.21,30,365
433521,Diapers,Baby Care,Mahal Group,459.04,30,365
927651,Baby Wipes,Baby Care,Narula Group,609.6,30,365
930284,Baby Food,Baby Care,"Garg, Saraf and Dutta",270.67,30,365
4452,Baby Wipes,Baby Care,Morar-Mistry,242.69,30,365
82484,Baby Food,Baby Care,Mallick PLC,1306.97,30,365
440875,Baby Wipes,Baby Care,Loyal Inc,392.9,30,365
432617,Baby Wipes,Baby Care,Dora-Pillai,1233.11,30,365
953175,Baby Food,Baby Care,Sehgal-Nagarajan,321.73,30,365
57405,Baby Food,Baby Care,Srinivas PLC,868.1,30,365
707935,Cat Food,Pet Care,"Anne, Mammen and Khatri",1262.92,35,365
942001,Cat Food,Pet Care,Acharya Ltd,1033.15,35,365
585299,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",1229.94,35,365
120385,Pet Treats,Pet Care,Dubey-Sarin,919.86,35,365
52729,Cat Food,Pet Care,Saini LLC,486.18,35,365
661577,Cat Food,Pet Care,Majumdar PLC,1109.15,35,365
951463,Pet Treats,Pet Care,Balakrishnan-Kaur,1211.38,35,365
373536,Dog Food,Pet Care,Chauhan-Sabharwal,760.26,35,365
243235,Cat Food,Pet Care,Batta Inc,167.74,35,365
564692,Cat Food,Pet Care,"Krishna, Bail and Dyal",331.77,35,365
131748,Dog Food,Pet Care,"Shroff, Wason and Dugar",125.15,35,365
256783,Pet Treats,Pet Care,"Basu, Thakur and Rege",1394.68,35,365
186168,Dog Food,Pet Care,"Parekh, Lad and Kadakia",1352,35,365
537274,Pet Treats,Pet Care,Lal-Chauhan,1081.09,35,365
525531,Dog Food,Pet Care,Sandal PLC,1278.62,35,365
913428,Pet Treats,Pet Care,Narayanan-Kumar,603.42,35,365
757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",151.26,35,365
726958,Cat Food,Pet Care,Doctor-Patla,1365.35,35,365
642612,Pet Treats,Pet Care,Pillay-Ahuja,795.43,35,365
613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",838.46,35,365
784673,Dog Food,Pet Care,Ramanathan Group,755.98,35,365
425341,Pet Treats,Pet Care,"Mani, Dhar and Muni",748.12,35,365
771228,Pet Treats,Pet Care,Raja and Sons,127.97,35,365
760828,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",866.85,35,365
723678,Dog Food,Pet Care,"Lall, Datta and Swamy",1039.17,35,365
451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",663.56,20,365
677169,Cough Syrup,Pharmacy,Char-Divan,326.29,20,365
274207,Cough Syrup,Pharmacy,"Savant, Batta and Mander",410.64,20,365
706112,Vitamins,Pharmacy,"Magar, Gara and Garg",598.49,20,365
557908,Vitamins,Pharmacy,Sundaram Inc,1177.96,20,365
587645,Vitamins,Pharmacy,"Sura, Pillay and Mammen",1002.26,20,365
837480,Cough Syrup,Pharmacy,Edwin and Sons,271.75,20,365
566052,Pain Reliever,Pharmacy,"Apte, Soman and Raju",109.12,20,365
137909,Cough Syrup,Pharmacy,Dalal PLC,1080.37,20,365
799459,Vitamins,Pharmacy,"Garg, Kari and Kapur",1065.02,20,365
264803,Vitamins,Pharmacy,Gole-Doshi,1244.97,20,365
851978,Vitamins,Pharmacy,Parsa-Bala,894.65,20,365
992178,Pain Reliever,Pharmacy,Basu and Sons,790.54,20,365
56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",647.21,20,365
26060,Vitamins,Pharmacy,Shah and Sons,428.67,20,365
33797,Pain Reliever,Pharmacy,Gaba LLC,1110.15,20,365
123983,Cough Syrup,Pharmacy,Kurian-Chhabra,982.09,20,365
237083,Cough Syrup,Pharmacy,Hayer-Banerjee,721.41,20,365
154179,Pain Reliever,Pharmacy,"Barad, Devi and Andra",728.59,20,365
298985,Vitamins,Pharmacy,"Ramanathan, Joshi and Srinivasan",229.7,20,365
444361,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",1028.29,20,365
679284,Cough Syrup,Pharmacy,Pant LLC,1097.36,20,365
240179,Cough Syrup,Pharmacy,Ram-Suri,113.2,20,365
673058,Cough Syrup,Pharmacy,Balan-Madan,957.2,20,365
114414,Vitamins,Pharmacy,Kara-Golla,1040.07,20,365
